utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_prices,median_income_category,approximate_median_income,check,bill_frequency_update,Tier_number,Tier_price,Tier_volume
Montebello Land And Water Company,CA1910091,2017-07-01,Bi-Monthly,converted to kgal,7,2.66466841513676,8.88918909090909,Tiered,16.18,6.17,14.255,0-20-32,0,1.66-1.86-2.21,"$35,000 to $39,999",37500,0,Monthly,8,NA,NA
Monterey Park  City Of,CA1910092,2018-09-01,Monthly,converted to kgal,9.17858019847322,2.83159786458058,4.39287727272727,Tiered,21.25,22.02,59.5,0-7-13,0,2.33-2.53-2.71,NA,NA,0,Monthly,8,NA,NA
Morgan Hill  City Of,CA4310006,2018-01-01,Monthly,converted to kgal,10.2876031592165,2.88113666519239,3.83589302325581,Uniform,27.07,23.04,50.11,NA,NA,2.24,"$75,000 to $99,999",87500,1,Monthly,8,NA,NA
Morro Bay  City Of,CA4010011,2017-07-01,Monthly,converted to kgal,4.83452035399351,1.94728915662651,4.23512045454545,Tiered,28,31.26,59.26,0-3-10-50,0,5-7.5-10-13,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Moulton Niguel Water District,CA3010073,2018-01-01,Monthly,converted to kgal,10.060399397894,2.5881568461626,4.570905,Budget,11.22,18.02,29.24,0-indoor-100%-125%-150%,0,1.69-1.94-3.32-5.12-9.59,"$100,000 to $124,999",112500,1,Monthly,8,NA,NA
Mountain View  City Of,CA4310007,2017-07-01,Monthly,converted to kgal,5.66962767499451,2.27719070069907,3.83076113636364,Tiered,15,35.15,50.15,0-3-15,0,5.1-6.8-10.88,"$100,000 to $124,999",112500,1,Monthly,8,NA,NA
Myoma Dunes Mutual Water Company,CA3310051,2016-06-01,Monthly,converted to kgal,26.7660993667999,2.4219096965211,5.99167261904762,Budget,14.67,35.81,50.48,0-indoor-100%-200%,0,0.97-1.41-1.5-1.63,NA,NA,0,Monthly,8,NA,NA
Napa  City Of,CA2810003,2017-12-01,Bi-Monthly,converted to kgal,8,2.60298742138365,7.49233004545455,Tiered,14.29,12.875,20.02,0-15-28,0,4.07-5.94-7.68,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Napa County Public Works - Lake Berryessa Resort Improvement District,CA2800526,2013-06-04,Bi-Monthly,converted to kgal,15,3,8,Uniform,57.5,21.6,50.35,NA,NA,3.85,NA,NA,0,Monthly,8,NA,NA
Napa County Public Works - Napa Berryessa Resort Improvement District (NBRID),CA2800526,2011-02-01,Bi-Monthly,converted to kgal,15,3,8,Uniform,32.5,22.44,38.69,NA,NA,4,NA,NA,0,Monthly,8,NA,NA
Newhall County Water District,CA1910096,2017-07-01,Monthly,converted to kgal,14.9144547794562,3.12187260168841,5.06169,Uniform,15.96,44.28,60.24,NA,NA,2.969,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Newport Beach  City Of,CA3010023,2017-04-05,Monthly,converted to kgal,8.96703699265843,2.15651332705379,4.48602386363636,Uniform,17.27,27.62,44.89,NA,NA,3.08,"$100,000 to $124,999",112500,1,Monthly,8,NA,NA
Nipomo Community Service District,CA4010026,2017-12-01,Bi-Monthly,converted to kgal,14,2.88494318181818,7.72685318181818,Uniform,21.25,34.47,45.095,NA,NA,4.97,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Norco City Of,CA3310025,2017-07-01,Monthly,converted to kgal,19.045525276828698,3.07628114715562,4.57674636363636,Uniform,39.42,42.28,81.7,NA,NA,2.22,NA,NA,0,Monthly,8,NA,NA
North Coast County Water District,CA4110025,2018-01-01,Bi-Monthly,converted to kgal,5,2.58527628320096,7.63008863636364,Tiered,26.7,18.235,31.585,0-5-16-28,0,6.64-7.73-12.63-20.56,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
North Lone Pine Mutual Water Company,CA4900653,2002-01-01,Bi-Monthly,converted to kgal,15,3,8,0,12.5,0,6.25,NA,NA,NA,NA,NA,0,Monthly,8,NA,NA
North Marin Water District,CA2110003,2017-06-01,Bi-Monthly,converted to kgal,9,2.3770388712023,7.54619363636364,Tiered,15.75,16.76,24.635,0-19-56,0,5.01-7.99-13.91,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
North Marin Water District - West Marin,NA,2017-07-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,15.75,57.375,65.25,0-12-27,0,8.55-11.84-18.99,NA,NA,0,Monthly,8,NA,NA
North Tahoe Public Utilities District,CA0910002,2018-01-01,Monthly,converted to kgal,6,2.31419660390435,4.46011965909091,Tiered,42.02,0,65.3,0-6-41,0,0-3.06-5.24,"$45,000 to $49,999",47500,0,Monthly,8,NA,NA
North Yuba Water District,CA5810006,2017-08-22,Bi-Monthly,converted to kgal,15,3,8,1.49*usage_ccf,9.41,11.175,15.88,NA,NA,NA,NA,NA,0,Monthly,8,NA,NA
Norwalk Municipal Water System,NA,2017-07-16,Bi-Monthly,converted to kgal,15,3,8,Uniform,26.89,28.05,41.5,NA,NA,3.74,NA,NA,0,Monthly,8,NA,NA
Oak Park Water Service,CA5610043,2017-07-01,Monthly,converted to kgal,14.4859493851485,2.64660463274599,4.69904113636364,Tiered,28.02,89.59,117.61,0-7-28,0,5.71-6.52-8.06,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Oceanside  City Of,CA3710014,2017-01-01,monthly,converted to kgal,8.07529544764336,2.58848781766643,4.47429204545455,Tiered,20.19,19.78,39.97,0-14,0,2.45-3.06,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Oildale Mutual Water Company,CA1510015,2012-01-01,Monthly,converted to kgal,18.1734079373292,2.55600933488915,4.9721825,Uniform,21.25,18.72,39.97,NA,NA,1.03,"$35,000 to $39,999",37500,1,Monthly,8,NA,NA
Olivehurst Public Utility District,CA5805001,2017-01-01,Monthly,converted to kgal,15,3,4,Tiered,15,13.5,28.5,0-7,0,0-1.5,NA,NA,0,Monthly,8,NA,NA
Ontario  City Of,CA3610034,2017-09-01,Monthly,converted to kgal,11.7959691584423,3.19979980397473,4.66939659090909,Tiered,0,28.78,28.78,0-15,0,2.44-2.84,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Orange  City Of,CA3010027,2018-01-01,Bi-Monthly,converted to kgal,13,2.93308726601635,8.89278545454546,Tiered,12.94,13.685,20.155,0-24-43,0,2.16-2.22-2.3,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Orange Vale Water Company,CA3410016,2016-01-01,Monthly,converted to kgal,17.2899241168912,2.37785990848293,4.4652870952381,Tiered,24.19,11.41,35.6,0-15,0,0.66-0.66,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Orchard Dale Water District,CA1910101,2017-07-01,Bi-Monthly,converted to kgal,8,3.18983382209189,8.73239636363636,Uniform,27.1,11.635,25.185,NA,NA,2.75,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Padre Dam Municipal Water District,CA3710037,2018-02-01,Monthly,converted to kgal,8.17762755334509,2.62725177707813,4.40659093023256,Tiered,35.19,53.48,91.68,0-18-40,0,6.54-7.64-8.58,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Palmdale Water District,CA1910102,2018-01-01,Monthly,converted to kgal,15.9167345142718,3.3804843207945,5.25931318181818,Budget,36.23,17.81,54.04,0-indoor-100%-130%-160%-190%,0,0.84-0.97-2.75-4.14-5.35-6.87,"$40,000 to $44,999",42500,1,Monthly,8,NA,NA
Palo Alto  City Of,CA4310009,2017-07-01,Monthly,converted to kgal,8.4837765072787,2.44932354964458,3.77013704545455,Tiered,22.6,65.28,87.88,0-6,0,6.66-9.18,"$125,000 to $149,999",137500,1,Monthly,8,NA,NA
Paradise Irrigation District,CA0410007,2016-04-08,monthly,converted to kgal,12.0255520402368,2.2080216802168,4.373926,Uniform,33.34,19.48,52.82,NA,NA,1.62,"$45,000 to $49,999",47500,0,Monthly,8,NA,NA
Park Water Company,CA1010021,2016-06-01,monthly,converted to kgal,15,3,4,Tiered,32.96,87.58,120.54,0-9,0,5.457-6.275,NA,NA,0,Monthly,8,NA,NA
Pasadena  City Of,CA1910124,2017-10-01,Monthly,converted to kgal,9.84088409928758,2.37267831629849,4.62881522727273,Tiered,17.51,16.32,33.83,0-9-16-20,0,1.36885-2.91559-3.40171-4.13089,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Paso Robles  City Of,CA4010007,2017-07-01,Monthly,converted to kgal,10.3471635166409,2.64036326942482,4.48494181818182,Uniform,4.83,51.74,56.57,NA,NA,5,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Perris  City Of,CA3310029,2018-01-01,Monthly,converted to kgal,12.0556982235902,3.55403288958496,5.07669636363636,Budget,11.7,31.11,46.11,0-30%-100%-150%,0,1.03-3.35-5.52-11.27,"$40,000 to $44,999",42500,0,Monthly,8,NA,NA
Petaluma  City Of,CA4910006,2017-07-01,Monthly,converted to kgal,7.40521188753237,2.54245283018868,3.61564829545455,Tiered,9.57,28.18,37.75,0-4-8-16,0,3.52-3.95-4.5-5.35,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Phelan Pinon Hills Community Services District,CA3610120,2017-07-01,Monthly,converted to kgal,9.9069938449337,2.83427076520602,4.99874795454545,Tiered,17.9,23.28,41.18,0-13,0,2.35-3.71,"$45,000 to $49,999",47500,1,Monthly,8,NA,NA
Pico Rivera  City Of,CA1910042,2017-12-14,Monthly,converted to kgal,9.69882677507396,3.31087329898269,4.42998886363636,Tiered,14.56,12.78,27.34,0-8-12,0,1.24-1.52-2.05,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Pico Water District,CA1910125,2017-12-14,Monthly,converted to kgal,12.861795109732,3.45287187039764,4.42842795454545,Tiered,14.56,18.58,33.14,0-8-12,0,1.24-1.52-2.05,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Pinedale Community Water District,CA1010026,2015-07-01,Monthly,converted to kgal,11.6866494327057,2.43403093721565,4.87225348837209,Tiered,8.5,2.23,34.63,0-10,0,0-0.83,"$45,000 to $49,999",47500,0,Monthly,8,NA,NA
Pismo Beach  City Of,CA4010008,2017-06-01,Monthly,converted to kgal,6.99234817377914,1.88840453356582,4.17644095238095,Tiered,29.02,20.77,49.79,0-10-20-35,0,2.97-3.67-4.34-5.93,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Pittsburg  City Of,CA0710008,2017-01-01,monthly,converted to kgal,10.0192302245508,3.10337348022147,4.38026245454545,Tiered,24.29,35.67,59.96,0-1-15,0,0.01-3.56-5.27,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Placer County Water Agency,CA3110005,2018-01-01,Monthly,converted to kgal,13.9608624108338,2.50876074482819,4.43737618181818,Tiered,25.14,21.22,46.36,0-900-2800,0,1.52-1.72-1.84,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Pleasanton  City Of,CA0110008,2017-01-15,bimonthly,converted to kgal,10,2.76044400464656,8.75325272727273,Tiered,13.54,19.695,26.465,0-21-41,0,3.74-4.105-4.3354,"$125,000 to $149,999",137500,0,Monthly,8,NA,NA
Pomona  City of,CA1910126,2017-01-01,bimonthly,converted to kgal,10,3.4036198381843,8.74351454545454,Tiered,33.39,5.58,22.275,0-16-76,0,0.96-1.75-3.13,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Port Hueneme  City Of,CA5610009,2012-07-01,Monthly,converted to kgal,6.75760578171794,2.93015030946065,4.25411113636364,Uniform,37.62,25.68,63.3,NA,NA,3.8,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Porterville  City Of,CA5410010,2017-07-01,Monthly,converted to kgal,14.7666274323989,3.30761734611012,4.68800848484848,Uniform,16.88,26.43,43.31,NA,NA,1.79,NA,NA,1,Monthly,8,NA,NA
Poway  City Of,CA3710015,2017-01-01,bimonthly,converted to kgal,15,2.85879410571853,8.69127590909091,Tiered,18.64,37.26,46.58,0-200,0,4.96-7.07,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Quail Valley Water District,CA1502724,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,77.66,74.85,152.51,NA,NA,4.99,NA,NA,0,Monthly,8,NA,NA
Quartz Hill Water District,CA1910130,2018-01-01,Monthly,converted to kgal,22.1850029439201,2.85342353423534,5.20573840909091,Budget,29.95,65.79,95.74,0-indoor-100%-130%,0,1.11-1.51-2.79-5.23,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Rainbow Municipal Water District,CA3710016,2018-03-01,Monthly,converted to kgal,19.3370042800397,2.42268830373546,4.73996181818182,Tiered,61.46,72.44,133.9,0-11-27,0,3.64-3.86-4.27,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Ramona Municipal Water District,CA3710019,2018-01-01,Monthly,converted to kgal,13.5306791708767,2.95959846325443,4.46009522727273,Uniform,32.33,76.99,109.32,NA,NA,5.69,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Red Bluff  City Of,CA5210004,2012-07-15,Monthly,converted to kgal,13.5895238428914,2.38939713816561,4.43320551162791,Tiered,15.04,10.74,25.78,0-25-40-60-80-120-200-360-680,0,0.79-0.74-0.69-0.66-0.62-0.61-0.55-0.54-0.48,"$25,000 to $29,999",27500,1,Monthly,8,0.40394808000000004,508.67536
Redding  City Of,CA4510005,2017-07-02,Monthly,converted to kgal,14.1036798914587,2.27583017573172,4.53473970454545,Uniform,20.16,19.14,39.3,NA,NA,1.357,"$40,000 to $44,999",42500,1,Monthly,8,NA,NA
Redlands  City Of,CA3610037,2016-07-01,bimonthly,converted to kgal,19,2.64590450795767,10.1584423809524,Tiered,17.68,15.305,24.145,0-17-28,0,1.18-1.45-2.2,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Redwood City,NA,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,27.38,93.18,120.56,0-9-21-41,0,5.68-6.82-9.46-12.47,NA,NA,1,Monthly,8,NA,NA
Reedley  City Of,CA1010027,2018-01-01,Monthly,converted to kgal,10,3.29610096063289,4.76329954545455,Tiered,31.08,7.39,38.47,0-15-25,0,1.02-1.07-1.12,"$40,000 to $44,999",42500,0,Monthly,8,NA,NA
Rialto  City Of,CA3610038,2017-01-01,Monthly,converted to kgal,15.3920265229505,3.66048773076046,4.86586681818182,Tiered,30.25,23.53,53.78,0-5-30-60,0,1.07-1.69-2.69-3.31,"$45,000 to $49,999",47500,1,Monthly,8,NA,NA
Rincon Del Diablo Municipal Water District,CA3710018,2018-01-01,Monthly,converted to kgal,12,2.57030914555603,4.35205454545455,Tiered,34.23,62.39,96.62,0-6-25,0,6.68-7.7-8.14,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Rio Dell  City Of,NA,2017-07-01,Monthly,converted to kgal,15,3,4,3.04*usage_ccf*1.333,46.63,45.47,92.1,NA,NA,NA,NA,NA,1,Monthly,8,NA,NA
Rio Linda Water District,CA3010037,2017-07-20,Bi-Monthly,converted to kgal,17,2.91126279863481,8.94545590909091,Tiered,42.33,4.115,25.275,0-6,0,0-0.55,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Rio Vista  City Of,NA,2012-07-01,Monthly,converted to kgal,15,3,4,Uniform,45.02,8.4,53.42,NA,NA,0.56,NA,NA,0,Monthly,8,NA,NA
Ripon  City Of,CA3910007,2018-01-01,Monthly,converted to kgal,17.555690850083,2.69177253478524,4.6581588372093,Uniform,31.7,15.62,47.32,NA,NA,0.89,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Riverbank  City Of,CA5010018,2019-07-01,Monthly,converted to kgal,15,3.09714175357281,4.5233725,Uniform,27.07,9.57,36.64,NA,NA,0.84,NA,NA,0,Monthly,8,NA,NA
Riverside  City Of,CA3310031,2014-04-22,monthly,converted to kgal,12.5340398063753,2.98062474359726,4.90063636363636,Tiered,13.99,14.29,28.28,0-16-36-61,0,1.14-1.83-2.85-4.1,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Riverside Highland Water Company,CA3610057,2016-06-01,Monthly,converted to kgal,17.5581061624451,2.7176539360873,4.96832772727273,Tiered,36.9,15.45,52.35,0-40-70-110,0,0.88-1.15-1.36-1.56,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Rohnert Park  City Of,CA4910014,2018-01-01,Monthly,converted to kgal,6,2.46961325966851,3.70140797727273,Tiered,20.2,14.62,37.32,0-4,0,3.08-4.17,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Rosamond Community Service District,CA1510018,2017-07-01,monthly,converted to kgal,12.6264910215519,2.93201236138884,5.19733840909091,Tiered,33.53,27.27,60.8,0-16-31-51,0,2.16-2.55-2.91-3.45,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Rowland Water District,CA1910194,2018-01-01,Monthly,converted to kgal,10.2888926355973,3.17900837089504,4.37245454545455,Tiered,33.44,28.6,62.04,0-9-16,0,2.62-3.34-4.62,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Rubidoux Community Service District,CA3310044,2017-07-01,Monthly,converted to kgal,15.4753147741551,3.59868035190616,4.898905,Tiered,30.78,23.36,54.14,0-5-12-20-29,0,1.14-1.51-1.84-2.16-2.69,"$45,000 to $49,999",47500,1,Monthly,8,NA,NA
Rubio Canyon Land And Water Association,CA1910140,2017-06-01,Monthly,converted to kgal,15.8033574628911,2.53139269406393,4.64306590909091,Tiered,31.5,43.97,75.47,0-12-26,0,2.6-3.2-3.7,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Running Springs Water District,CA3610062,2017-07-01,Monthly,converted to kgal,15,3,4,Uniform,29.92,67.05,96.97,NA,NA,4.47,NA,NA,1,Monthly,8,NA,NA
Sacramento  City Of,CA3410020,2017-07-01,Monthly,converted to kgal,10.2352646219604,2.49525917623984,4.53691061363636,Uniform,29.52,12.34,41.86,NA,NA,1.2055,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Sacramento County Water Agency,CA3410002,2014-07-01,Monthly,converted to kgal,15,3,4,Uniform,10.19,20.7,30.89,NA,NA,1.38,NA,NA,1,Monthly,8,NA,NA
Sacramento Suburban Water District,CA3410001,2018-01-01,Monthly,converted to kgal,10.9328568969088,2.50289867764253,4.44173604545455,Tiered,6.14,10.72,50.43,0-10,0,0.94-1.17,"$45,000 to $49,999",47500,0,Monthly,8,NA,NA
San Bernardino City of,CA3610039,2016-10-01,monthly,converted to kgal,14.5395435675618,3.28682016673283,4.88397409090909,Uniform,20.15,16.72,41.23,NA,NA,1.15,"$35,000 to $39,999",37500,0,Monthly,8,NA,NA
San Bernardino County Service Area 64 Spring Valley Lake,CA3610121,2017-11-14,Monthly,converted to kgal,11.3604725526095,2.76569037656904,5.58085659090909,Tiered,28.2,9.66,37.86,0-14-80,0,0.85-0.98-1.12,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
San Bernardino County Service Area 70 J Oak Hills,CA3610125,2017-07-01,Monthly,converted to kgal,11.178776390902,3.29536842105263,5.03388522727273,Tiered,30.4,23.36,53.76,0-14-72-108-144-180,0,2.09-2.4-3.09-3.27-3.6-3.77,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
San Bruno  City Of,CA4110023,2017-07-01,Monthly,converted to kgal,4.98533483404157,2.69989118607182,3.86733837209302,Tiered,22.1,38.79,60.89,0-10-20,0,7.78-9.31-12.38,"$75,000 to $99,999",87500,1,Monthly,8,NA,NA
San Clemente  City Of,CA3010036,2018-01-01,Monthly,converted to kgal,8.57444946766566,2.41698759092854,4.64984761904762,Uniform,18.71,35.76,54.47,NA,NA,4.17,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
San Diego  City Of,CA3710020,2016-08-01,monthly,converted to kgal,6.23904082805401,2.47332764187784,4.12794568181818,Tiered,23.92,29.31,53.23,0-5-13-19,0,4.504-5.044-7.206-10.134,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
San Dieguito Water District,CA3710021,2017-01-01,Bi-Monthly,converted to kgal,11,2.41195372750643,8.41616,Tiered,22.92,18.915,30.375,0-13-21-41,0,2.81-4.46-5.51-6.28,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
San Fernando City of,CA1910143,2016-07-01,Monthly,converted to kgal,13.1548105446869,3.6094264996704,4.92731272727273,Tiered,37.37,22.88,60.25,0-10-18,0,1.31-2.67-3.56,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
San Francisco Public Utilities Commission,CA0110012,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,14.64,120.5,135.14,0-5,0,6.42-8.62,NA,NA,0,Monthly,8,NA,NA
San Gabriel County Water District,CA1910144,2018-01-01,Bi-Monthly,converted to kgal,10,2.93869012039962,9.10520363636364,Tiered,20.09,9.11,19.155,0-30,0,1.87-3.55,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
San Gabriel Valley Fontana Water Company,CA3610041,2017-01-07,monthly,converted to kgal,15.00407138544,3.67517106352058,4.78898227272727,Uniform,20.57,41.67,62.24,NA,NA,2.7772,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
San Gabriel Valley Water Company,CA1910039,2017-07-01,Monthly,converted to kgal,8.9837067487429,3.37694456123491,4.44399204545455,Tiered,33.65,28.55,62.2,0-14,0,3.178-3.6375,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
San Jacinto  City Of,CA3310032,2017-07-01,Monthly,converted to kgal,12.9134527207549,2.92679519418832,5.09700590909091,Tiered,15.36,19.76,35.12,0-16,0,1.53-2.12,"$35,000 to $39,999",37500,1,Monthly,8,NA,NA
San Jose Water Company,CA4310011,2017-01-01,monthly,converted to kgal,8.15884164321167,2.85309885919144,3.833795,Tiered,25.02,36.86,61.88,0-4-19,0,4.221-4.69-5.159,"$75,000 to $99,999",87500,1,Monthly,8,NA,NA
San Juan Water District,CA3410021,2018-01-01,Monthly,converted to kgal,28.8401747798037,2.59679971865659,4.35747656818182,Uniform,48.9,26.53,75.43,NA,NA,0.92,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
San Lorenzo Valley Water District,CA4410014,2017-10-01,Monthly,converted to kgal,7.7747380344973704,2.32132928986606,3.61087209302326,Uniform,28.27,78.68,106.95,NA,NA,10.12,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
San Luis Obispo  City Of,CA4010009,2017-07-01,Monthly,converted to kgal,5.14496635402955,2.2509461426492,4.23316,Tiered,12.33,37.4,49.73,0-9,0,7.27-9.08,"$40,000 to $44,999",42500,0,Monthly,8,NA,NA
Sanger  City Of,CA1010029,2007-06-20,Monthly,converted to kgal,15,3.36551572465362,4.90755954545455,Tiered,11.79,6.27,18.06,0-6-30-100-500,0,0.41-0.67-1.04-1.1-1.22,"$35,000 to $39,999",37500,0,Monthly,8,NA,NA
Santa Ana  City of,CA3010038,2017-07-01,Bi-Monthly,converted to kgal,10,3.81608450171543,8.74587045454545,Tiered,13.4,13.635,20.335,0-44,0,2.82-3.38,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
Santa Barbara  City Of,CA4210010,2017-08-15,Monthly,converted to kgal,6.20698684234489,2.38161649100332,3.80119681818182,Tiered,37.65,54.88,92.53,0-4-16,0,4.44-12.96-23.89,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Santa Clara  City Of,CA4310012,2017-01-01,monthly,converted to kgal,7.0094718101205,2.59394343834135,3.91342840909091,Tiered,25.26,12.63,37.89,0-15-50,0,1.8015-2.0094-2.6417,"$100,000 to $124,999",112500,1,Monthly,8,NA,NA
Santa Clarita Water Division,CA1910017,2017-01-01,Monthly,converted to kgal,15.1199958143904,2.91795033008488,5.19709022727273,Tiered,25.26,27.47,52.73,0-15-50,0,1.8015-2.0094-2.6417,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Santa Fe Irrigation District,CA3710023,2017-07-01,Bi-Monthly,converted to kgal,35,2.34935353271516,8.35792454545455,Tiered,40.52,66.265,86.53,0-16-38-165,0,2.3-2.8-5.16-6.01,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Santa Fe Springs  City Of,CA1910245,2016-08-11,Monthly,converted to kgal,8.86375063221405,3.01541010770505,4.36641068181818,Tiered,12.4,28.1,40.5,0-18-36-100-400,0,3.17-3.62-4.14-4.24-4.34,"$50,000 to $59,999",55000,1,Monthly,8,NA,NA
Santa Margarita Water District,CA3010101,2017-01-01,monthly,converted to kgal,11.0132119894881,2.85136815920398,4.67069590909091,Budget,21.79,19.75,78.39,0-indoor-101%-151%-201%,0,1.67-1.94-2.44-2.95-4.84,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Santa Maria  City Of,CA4210011,2017-07-01,Monthly,converted to kgal,10.0842221557062,3.52252334737228,3.95836068181818,Tiered,34.73,43.29,78.02,0-5-10-15,0,3.786-4.491-5.249-5.976,"$45,000 to $49,999",47500,1,Monthly,8,NA,NA
Santa Paula  City Of,CA5610011,2018-01-01,Monthly,converted to kgal,12.7923249568041,3.21758302328786,4.422495,Tiered,43.81,32.71,76.52,0-12-18,0,2.47-3.09-3.86,"$45,000 to $49,999",47500,1,Monthly,8,NA,NA
Scotts Valley Water District,CA4410013,2017-12-13,Bi-Monthly,converted to kgal,8,2.78109452736318,7.14376333333333,Tiered,54.22,24.075,51.185,0-6-12-16,0,5.63-9.82-15.72-18.99,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Seal Beach  City Of,CA3010041,2016-07-01,Bi-Monthly,converted to kgal,4,1.89099075753649,8.37589,Tiered,18.93,4.94,14.405,0-27,0,2.23-2.88,"$50,000 to $59,999",55000,0,Monthly,8,NA,NA
