PWSID,Water System Name,Water System Classification,Water System Ownership,Physical location Address 1,Physical location Address 2,Physical location City,Physical location Zip,Website URL,Population Res,WR Type CODE,Water Rate Type,WR Num Tiers,WR Rate Updated,WR Rate Changes,WR Frequency,WR New Connection Fee,WR Connection Fee Updated,WR SF FBR,WR SF Amt per HCF,WR SF Amt Low,WR SF Amt High,WR SF Amt per HCF Low,WR SF Amt per HCF High,WR MF FBR,WR MF Amt per HCF,WR MF Amt Low,WR MF Amt High,WR MF Amt per HCF Low,WR MF Amt per HCF High,WR Subsidies,WR S FBR,WATER RATES Lifeline UUR VOLUME,WR S Amt Low,WR S Amt High,WR S Amt per HCF Low,WR S Amt per HCF High,WR S Amt Percent,WR CI FBR,WR CI Amt per HCF,WR CI Amt Low,WR CI Amt High,WR CI Amt per HCF Low,WR CI Amt per HCF High,WR I FBR,WR I Amt per HCF,WR I Amt Low,WR I Amt High,WR I Amt per HCF Low,WR I Amt per HCF High,WR LI FBR,WR LI Amt per HCF,WR LI Amt Low,WR LI Amt High,WR LI Amt per HCF Low,WR LI Amt per HCF High,WR AI FBR,WR AI Amt per HCF,WR AI Amt Low,WR AI Amt High,WR AI Amt per HCF Low,WR AI Amt per HCF High,WR O FBR,WR O Amt per HCF,WR O Amt Low,WR O Amt High,WR O Amt per HCF Low,WR O Amt per HCF High,WR FS Surcharges,WR FS FBR,WR FS Amt per HCF,WR FS Amt Low,WR FS Amt High,WR FS Amt per HCF Low,WR FS Amt per HCF High,WR Other Surcharges,WR Other Surcharges Description,WR OS FBR,WR OS Amt per HCF,WR OS Amt Low,WR OS Amt High,WR OS Amt per HCF Low,WR OS Amt per HCF High,WR AVG Mon Res Cost,WR AVG Mon Res Cost 6 CCF,WR AVG Mon Res Cost 12 CCF,WR AVG Mon Res Cost 24 CCR,SYSTEM,EAR YEAR 
CA2700772,STRUVE RD WS #02,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2701034,APPLE AVE WS #02,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2700728,SAN ARDO WD,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2702575,TREE BONES RESORT WS,Transient Noncommunity Water System,Privately owned business (non-community), 71895 Highway #1, ,BIG SUR,93920,www.treebonesresort.com,23,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2702572,ALBA WS,Nontransient Noncommunity Water System,Privately owned business (non-community), 1700 old stage rd, ,SALINAS,93908,,0,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2701888,CACHAGUA MUTUAL WS (#4),Community Water System,Privately owned Mutual Water Company or Association, PO Box 2334, ,CARMEL VALLEY,93924,larsenm@earthlink.com,30,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,M,,,60,,,,.001/gal,.025/gal,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,1500 $,,,,SMALL,2014
CA4000664,LAGUNA VISTA BOAT CLUB,Transient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2701742,CALIFORNIA ORCHARD WS,Community Water System,Privately owned business (non-community), 44557 Teague Avenue, ,GREENFIELD,93927,N/A,200,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2700547,DESMOND RD WS #03,Community Water System,Privately owned Mutual Water Company or Association, 11 Desmond Road,,Prunedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2702452,EL CAMINO MACHINE & WELDING WS,Nontransient Noncommunity Water System,Privately owned business (non-community), , ,SALINAS,93901,,,N/A,Not Applicable,,,,O,,,0,,,,,,0,,,,,,No,0,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,No,,,,,,,No,,,,,,,,None,,,,SMALL,2014
CA2701280,NEPENTHE WS,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA0500097,CUSD DISTRICT OFFICE,Nontransient Noncommunity Water System,Local Government, 3304 Highway 12, ,SAN ANDREAS,95249,,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0500085,TOYON MIDDLE SCHOOL,Nontransient Noncommunity Water System,Local Government, 3412 Double Springs Rd, ,VALLEY SPRINGS,95252,www.calaveras.k12.ca.us,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0500039,TOYON PARK WATER SYSTEM LLC,Nontransient Noncommunity Water System,Privately owned business (non-community), , ,VALLEY SPRINGS,95252,stanland@softcom.net,,-,,,,,-,,, , , , , , , , , , , , ,-, , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-, , , , , , ,-,, , , , , , , ,,,,SMALL,2014
CA0500029,TAMARACK SPRINGS MUTUAL WATER,Transient Noncommunity Water System,Privately owned Mutual Water Company or Association, Salt Springs Trail, ,TAMARACK,95223,www.tamaracksprings.org,3,FBR,Flat Base Rate: Basic charge that all customers pay,,,,O,,,700/yr,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430/yr,,,,,,No,,,,,,,No,,,,,,,,58.33,,,,SMALL,2014
CA3303064,PALM GAS MART,Transient Noncommunity Water System,Privately owned business (non-community), 22755 Palm Drive, ,DESERT HOT SPRINGS,92240,Patelnevil61@gmail.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400107,RIVER'S EDGE MARINA & RESORT,Community Water System,Privately owned business (non-community), 1100 W. Brannan Island Road, ,ISLETON,95641,www.riversedgemarina.info,31,N/A,Not Applicable,,,,O,,,,,,,,,0,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,0,,,,SMALL,2014
CA3110040,PLACER CWA - BIANCHI ESTATES,Community Water System,Local Government,8159 BLACKWOOD LANE,,ROSEVILLE,95678,http://www.pcwa.net/,122,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,BM,,,,,31.52,71.06,0.94,1.35,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,18.54,353.6,4.7,6.75,No,,,,,,,,6A Comments,,,,SMALL,2014
CA3110024,PLACER CWA - ALTA,Community Water System,Local Government,990 ALTA RESERVOIR COURT,,ALTA,95701,http://www.pcwa.net/,831,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,BM,,,,,27.2,4904.28,1.25,2.16,,,*,*,1.25,2.16,No,,,,,,,,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.1,1.12,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.25,1.55,,,,,,,Yes,,,18.54,353.6,6.4,6.75,No,,,,,,,,*6A Comments,,,,SMALL,2014
CA3110006,PLACER CWA - COLFAX,Community Water System,Local Government,449 PLEASANT STREET,,COLFAX,95703,http://www.pcwa.net/,2564,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,BM,,,,,27.2,4904.28,1.25,2.16,,,*,*,1.25,2.16,No,,,,,,,,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.1,1.12,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.25,1.55,,,,,,,Yes,,,18.54,353.6,6.4,6.75,No,,,,,,,,*6A Comments,,,,SMALL,2014
CA3110050,PLACER CWA - APPLEGATE,Community Water System,Local Government,100 BON VUE ROAD,,APPLEGATE,95703,http://www.pcwa.net/,211,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,BM,,,,,27.2,4904.28,1.25,2.16,,,*,*,1.25,2.16,No,,,,,,,,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.1,1.12,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.25,1.55,,,,,,,Yes,,,18.54,353.6,6.4,6.75,No,,,,,,,,*6A: Comments,,,,SMALL,2014
CA3110051,PLACER CWA - MARTIS VALLEY,Community Water System,Local Government,12000 LODGETRAIL DRIVE,,TRUCKEE,96161,http://www.pcwa.net/,2448,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,BM,,,,,56.1,227.25,0.49,0.74,,,,,,,No,,,,,,,,,,56.1,227.25,0.42,0.56,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,18.54,353.6,2.1,2.8,No,,,,,,,,6A: Comments,,,,SMALL,2014
CA3110124,PLACER CWA - MONTE VISTA,Community Water System,Local Government,32180 RIDGE ROAD, ,MONTE VISTA,95714,http://www.pcwa.net/,43,VBVUR,Variable Base Rate ad Variable Usage Rate,,,,BM,,,,,27.2,4904.28,1.25,2.16,,,*,*,1.25,2.16,No,,,,,,,,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.1,1.12,,,27.2,4904.28,1.28,1.35,,,27.2,4904.28,1.25,1.55,,,,,,,Yes,,,18.54,353.6,6.4,6.75,No,,,,,,,,6A: Comments,,,,SMALL,2014
CA0500027,LILI VALLEY WATER CO.,Community Water System,Privately owned Mutual Water Company or Association,1760 Lili Valley Cr. , ,WEST POINT,95255,,99,FBR,Flat Base Rate: Basic charge that all customers pay,,,,O,,,$644.00 ,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$488.00 ,,,,,,No,,,,,,,No,,,,,,,,$53.66 ,,,,SMALL,2014
CA0300010,DRYTOWN COUNTY WATER DISTRICT,Community Water System,Local Government, 36 Main St, ,DRYTOWN,95699,,225,BVUR,Base Rate + Variable Usage Rate,,,,BM,,,113.85,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2710702,FORT HUNTER LIGGETT,Community Water System,State or Federal Government,AFRC-FMH-DPW,HQ US ARMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3302079,AIDA AGUIRRE,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA5500360,SIERRA PACIFIC INDUSTRIES,Nontransient Noncommunity Water System,Privately owned business (non-community),14333 Perricone Rd,,Chinese Camp,95309,www.spi-ind.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3710700,CAMP PENDLETON (NORTH),Community Water System,State or Federal Government,MCIWEST-Marine Corps Base,Building 2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA5603301,BRANDEIS BARDIN INSTITUTE,Nontransient Noncommunity Water System,Privately owned Mutual Water Company or Association,1101 PEPPER TREE LANE, ,SIMI VALLEY,93064,,50,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0900652,ECHO CHALET INC,Transient Noncommunity Water System,Privately owned business (non-community), 9900 ECHO LAKES ROAD, ,ECHO LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA0900658,SIERRA TAHOE SKI RESORT,Transient Noncommunity Water System,Privately owned business (non-community), 1111 Sierra At Tahoe Rd, ,TWIN BRIDGES,95735,www.sierraattahoe.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0900659,SIERRA TAHOE SKI RESORT,Transient Noncommunity Water System,Privately owned business (non-community),1111 Sierra At Tahoe Rd, ,TWIN BRIDGES,95735,www.sierraattahoe.com,0,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0900664,SIERRA TAHOE SKI RESORT,Transient Noncommunity Water System,Privately owned business (non-community),1111 Sierra At Tahoe Rd, ,TWIN BRIDGES,95735,www.sierraattahoe.com,0,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0900581,NATIONAL 9,Transient Noncommunity Water System,Privately owned business (non-community), , ,SOUTH LAKE TAHOE,96150,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0900401,CAMP FLEMING,Transient Noncommunity Water System,Privately owned business (non-community), , ,SOMERSET,95684,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,N/A,,,,SMALL,2014
CA0500022,CAMP MENZIES,Transient Noncommunity Water System,Privately owned business (non-community), 800 Camp Menzies Road, Camp Connell CA,CAMP CONNELL,95223,mark.criswell@girlscoutshcc.org,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,N/A,,,,SMALL,2014
CA5200626,PACTIV LLC,Nontransient Noncommunity Water System,Privately owned business (non-community), 1000 Diamond Avenue, ,RED BLUFF,96080,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3301209,DESERT VIEW TRAILER PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3303026,GRANITE CONSTRUCTION COMPANY,Nontransient Noncommunity Water System,Privately owned business (non-community),38000 Monroe Street, ,INDIO,92203,graniteconstruction.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3310081,PALM SPRINGS CREST,Community Water System,State or Federal Government,66575 Second St., ,DESERT HOT SPRINGS,92240,www.mswd.org,541,VUR,Variable Usage Rate: Increasing Block or Tier Rate. The charge per 100 cubic feet of water increases as water use increases.,,,,M,,,,,$0.99 ,$1.83 ,,,,,$0.99 ,$1.83 ,,,No,,,,,,,,,$1.74 ,,,,,,$1.74 ,,,,,,$1.74 ,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,36.08,,,,SMALL,2014
CA3310078,WEST PALM SPRINGS VILLAGE,Community Water System,State or Federal Government,66575 Second St., ,DESERT HOT SPRINGS,92240,,831,VUR,Variable Usage Rate: Increasing Block or Tier Rate. The charge per 100 cubic feet of water increases as water use increases.,,,,M,,,,,$0.99 ,$1.83 ,,,,,$0.99 ,$1.83 ,,,No,,,,,,,,,$1.74 ,,,,,,$1.74 ,,,,,,$1.74 ,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,36.08,,,,SMALL,2014
CA5200506,PLUM VALLEY ELEM SCHOOL,Nontransient Noncommunity Water System,Local Government, 29950 Plum Creek Rd., ,PAYNES CREEK,96075,www.plumvalleyschool.org, ,-,,,,,-,,, , , , , , , , , , , , ,-, , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , ,No,, , , , , , , ,,,,SMALL,2014
CA0400158,FRANCIS PROPERTY MANAGEMENT,Nontransient Noncommunity Water System,Privately owned business (non-community), 2961 Hwy 32 #2, ,CHICO,95973,,0,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0900641,FALLEN LEAF MUTUAL WATER CO,Transient Noncommunity Water System,Privately owned Mutual Water Company or Association, 745 Fallen Leaf Road, ,SOUTH LAKE TAHOE,96150,None,360,VBR,"Variable Base Rate: Basic charge is different, depending on size of pipe, water meter, or other factors",,,,O,,,0,0,200,2400,0,0,0,0,,,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,100,,,,SMALL,2014
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,Community Water System,Privately owned Mutual Water Company or Association, PO Box 392, ,FOREST RANCH,95942,,40,UUR,Uniform Usage Rate: The charge per 100 cubic feet of water is the same regardless of use,,,,M,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA5700778,YOLO CO CENTRAL LANDFILL - WATER,Nontransient Noncommunity Water System,Local Government,44090 County Road 28H,,Woodland,95776,http://www.yolocounty.org/community-development/planning-public-works/integrated-waste-management-division/central-landfill,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2810300,CSP - BALE GRIST MILL STATE HISTORIC PAR,Transient Noncommunity Water System,State or Federal Government,3369 ST HELENA HWY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2810301,CSP-BOTHE-NAPA STATE PARK,Transient Noncommunity Water System,State or Federal Government,3801 ST HELENA HWY, ,CALISTOGA,94515,Parks.ca.gov,3,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA4910302,CSP-SUGARLOAF RIDGE STATE PARK,Transient Noncommunity Water System,State or Federal Government,2605 Adobe Canyon Road, ,KENWOOD,95452,Parks.ca.gov,2,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA4910304,CSP-PETALUMA ADOBE STATE HISTORIC PARK,Transient Noncommunity Water System,State or Federal Government,3325 Adobe Road, ,PETALUMA,94952,Parks.ca.gov,4,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA4910305,CSP-JACK LONDON STATE HISTORIC PARK,Transient Noncommunity Water System,State or Federal Government,2400 London Ranch Road, ,GLEN ELLEN,95442,JackLondonStatePark.com,3,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA5700784,GRACE VALLEY CHRISTIAN CENTER,Nontransient Noncommunity Water System,Privately owned business (non-community), 27173 Country Road 98, ,DAVIS,95616,www.gracevalley.org,4,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0400080,CUSD - COHASSET ELEMENTARY SCHOOL,Nontransient Noncommunity Water System,Local Government,9932 COHASSET RD, ,COHASSET,95973,None,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3410030,FOLSOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA5700528,ST JOSEPH'S CHURCH,Transient Noncommunity Water System,Privately owned business (non-community), 32890 South River Road, ,CLARKSBURG,95612,www.stjosephschurchclarksburg.net,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,0,,,,SMALL,2014
CA4200951,DIERBERG/STAR LANE VINEYARD,Transient Noncommunity Water System,Privately owned business (non-community),1221 DRUM CANYON RD, ,LOMPOC,93436,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA5401049,CAMP WILDERNESS,Transient Noncommunity Water System,State or Federal Government, , ,SEQ NAT'L FOREST,93265,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA5402036,R-RANCH IN THE SEQUOIAS,Transient Noncommunity Water System,Privately owned business (non-community), , ,JOHNSONDALE,93238,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA1500481,RIVERNOOK CAMPGROUND,Community Water System,Privately owned business (non-community),P.O. BOX 8,14001 SIERRA WAY,KERNVILLE,93238,rivernookcamp@aol.com,46,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA1500436,HUNGRY GULCH WATER SYSTEM,Community Water System,Privately owned Mutual Water Company or Association,6880 RACOON RIDGE, ,WOFFORD HEIGHTS,93285,,33,BVUR,Base Rate + Variable Usage Rate,,,,O,,,120.00 QTR,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,43,,,,SMALL,2014
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,Community Water System,Privately owned business (non-community),6132 FRAZIER MT. RD STAR RT124,6232 FRAZIER MOUNTAIN RD,LAKE OF THE WOODS,93225,,81,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association,P.O. BOX 271,1900 SAGUARO,INYOKERN,93527,,140,FBR,Flat Base Rate: Basic charge that all customers pay,,,,M,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,106,,,,SMALL,2014
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association,P.O. BOX 407,10460 HILLVIEW RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1500449,FOURTH STREET WATER SYSTEM,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1000310,USFS/PINEHURST WORK CENTER,Transient Noncommunity Water System,State or Federal Government,53921 HIGHWAY 245, ,MIRAMONTE,93641,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,Community Water System,Privately owned Mutual Water Company or Association,P.O. BOX 696,DOGWOOD & BURLANDO RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1500340,WEST TEHACHAPI MUTUAL,Community Water System,Privately owned Mutual Water Company or Association,STAR ROUTE 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1500327,RANCHO SECO INC. WATER SYSTEM,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1502683,USFS - SOUTH FORK RECREATION AREA,Transient Noncommunity Water System,State or Federal Government,675 GILMAN ST.,P.O.BOX 3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1502685,USFS - LK ISABELLA OFFICE WATER SYSTEM,Transient Noncommunity Water System,State or Federal Government,4875 Ponderosa Drive, ,LAKE ISABELLA,93240,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
